,Address,Location,Date of sale,Boarea (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
1698,Lundby 450,"Kungälv - Kareby,          Kungälvs kommun",10 juli 2015,125.0,267.0,5.0,2 522 ,3525000.0
1699,Solskiftegatan 63,"Övre Tega - Ytterby,          Kungälvs kommun",9 juli 2015,171.0,202.0,6.0,810 ,4300000.0
1700,Korsgatan 4 a och b,"Marstrand Koön,          Kungälvs kommun",3 juli 2015,,,,393 ,11000000.0
1701,Flateby 180,"Harestad,          Kungälvs kommun",1 juli 2015,119.0,217.0,6.0,5 476 ,3400000.0
1702,Bräcke 330,"Kärna,          Kungälvs kommun",30 juni 2015,85.0,,4.0,1 188 ,1700000.0
1703,Oskarsbergsgatan 10,"Ytterby - Tega, Kungälv,          Kungälvs kommun",29 juni 2015,157.0,,5.0,784 ,3200000.0
1704,Safirvägen 1,"Kode,          Kungälvs kommun",27 juni 2015,131.0,,5.0,753 ,2700000.0
1705,Strömgatan 6,"Ytterby,          Kungälvs kommun",26 juni 2015,98.0,169.0,5.0,1 169 ,3100000.0
1706,Bollestad 140,"Kareby,          Kungälvs kommun",24 juni 2015,110.0,115.0,6.0,19 720 ,3200000.0
1707,Domsvägen 8,"Ytterby Tunge,          Kungälvs kommun",23 juni 2015,160.0,,5.0,1 184 ,3200000.0
1708,Stora Risby 380,"Kungälv - Hålta,          Kungälvs kommun",17 juni 2015,75.0,130.0,5.0,963 ,2200000.0
1709,Solvagnsgatan 16,"Ytterby - Stället,          Kungälvs kommun",16 juni 2015,165.0,177.0,6.0,771 ,5275000.0
1710,Kyrkeby 340,"Kärna - Harestad,          Kungälvs kommun",16 juni 2015,188.0,,7.0,5 010 ,3700000.0
1711,Lievägen 242,"Kungälv - Ullstorp,          Kungälvs kommun",14 juni 2015,122.0,127.0,5.0,236 ,3970000.0
1712,Kungälvsvägen 22,"Kungälv Gamla Grinden,          Kungälvs kommun",14 juni 2015,112.0,,5.0,1 548 ,3250000.0
1713,Årsnäs 460,"Solberga - Kode,          Kungälvs kommun",13 juni 2015,40.0,,3.0,2 393 ,2300000.0
1714,Dammkärrsvägen 1,"Lycke,          Kungälvs kommun",12 juni 2015,84.0,,3.0,1 078 ,2700000.0
1715,Hammarhöjden 690,"Kode,          Kungälvs kommun",10 juni 2015,76.0,,3.0,1 141 ,1600000.0
1716,Slottsgatan 6,"Marstrand - Koön,          Kungälvs kommun",5 juni 2015,126.0,140.0,6.0,340 ,8000000.0
1717,Högsberg 360,"Kode,          Kungälvs kommun",4 juni 2015,72.0,137.0,3.0,2 242 ,2500000.0
1718,Lefstad 190,"Bohuslän,          Kungälvs kommun",4 juni 2015,65.0,133.0,3.0,1 906 ,1975000.0
1719,Bredsten 118,"Ytterby,          Kungälvs kommun",3 juni 2015,147.0,,6.0,1 570 ,4725000.0
1720,Hanekullen 210,"Kungälv - Kareby,          Kungälvs kommun",3 juni 2015,148.0,178.0,5.0,1 892 ,4150000.0
1721,Länsmansvägen 2,"Ytterby,          Kungälvs kommun",31 maj 2015,195.0,390.0,7.0,1 753 ,4200000.0
1722,Marieberg 220,"Romelanda,          Kungälvs kommun",29 maj 2015,183.0,195.0,5.0,1 541 ,3500000.0
1723,Sörgårdsvägen 510,"Kungälv Kärna Sundhammar,          Kungälvs kommun",29 maj 2015,200.0,245.0,9.0,1 930 ,3660000.0
1724,Sörgårdsvägen 530,"Kungälv Kärna Sundhammar,          Kungälvs kommun",29 maj 2015,139.0,,5.0,1 337 ,3350000.0
1725,Husfrejagatan 4,"Kungälv Iskällan,          Kungälvs kommun",29 maj 2015,127.0,301.0,7.0,938 ,3675000.0
1726,Bredsten 330,"Bredsten,          Kungälvs kommun",28 maj 2015,180.0,,6.0,3 224 ,2650000.0
1727,Korpvägen 277,"Kungälv - Ullstorp,          Kungälvs kommun",27 maj 2015,134.0,,5.0,518 ,4730000.0
1728,Kvarnvägen 22,"Kungälv - Ingetorp,          Kungälvs kommun",23 maj 2015,68.0,136.0,5.0,1 318 ,2800000.0
1729,Korpvägen 265,"Kungälv,          Kungälvs kommun",22 maj 2015,133.0,159.0,5.0,401 ,4750000.0
1730,Bagaregatan 15,"Kungälv centralt,          Kungälvs kommun",20 maj 2015,191.0,,6.0,735 ,4525000.0
1731,Västerhöjdsvägen 14,"Kärna,          Kungälvs kommun",19 maj 2015,121.0,141.0,5.0,369 ,950000.0
1732,Madängsgatan 13,"Centralt Kungälv,          Kungälvs kommun",19 maj 2015,154.0,169.0,7.0,740 ,3995000.0
1733,Gråstensvägen 37,"Kode,          Kungälvs kommun",18 maj 2015,,,4.0,1 374 ,3420000.0
1734,Klövergången 15,"Kungälv Centralt,          Kungälvs kommun",18 maj 2015,125.0,,4.0,401 ,3350000.0
1735,Hammarberg 885,"Kode,          Kungälvs kommun",13 maj 2015,67.0,,3.0,1 195 ,1850000.0
1736,Kållen 130,"Romelanda,          Kungälvs kommun",8 maj 2015,111.0,164.0,5.0,3 756 ,2775000.0
1737,Vämneröd 120,"Kode,          Kungälvs kommun",6 maj 2015,54.0,,3.0,2 283 ,1595000.0
1738,Duvesjön 344,"Bohuslän,          Kungälvs kommun",1 maj 2015,120.0,170.0,4.0,1 136 ,3325000.0
1739,Otterlyckevägen 13,"Marstrand - Instön,          Kungälvs kommun",30 april 2015,115.0,,4.0,975 ,3300000.0
1740,Kyrkogatan 15,"Marstrandsön,          Kungälvs kommun",30 april 2015,115.0,140.0,6.0,367 ,10000000.0
1741,Björröd 310,"Kode,          Kungälvs kommun",29 april 2015,172.0,,6.0,1 514 ,3510000.0
1742,Hallsbergsvägen 14,"Kode,          Kungälvs kommun",29 april 2015,100.0,,4.0,576 ,2880000.0
1743,Södra Ekelöv 155,"Hålta,          Kungälvs kommun",27 april 2015,140.0,206.0,6.0,2 761 ,3395000.0
1744,Kungälvsvägen 73,"Grinden,          Kungälvs kommun",23 april 2015,93.0,144.0,5.0,1 469 ,3525000.0
1745,Vämneröd 140,"Kode,          Kungälvs kommun",18 april 2015,133.0,,4.0,2 639 ,4100000.0
1746,Stenåldersgatan 36,"Ytterby - Stället,          Kungälvs kommun",16 april 2015,122.0,,4.0,349 ,3950000.0
1747,Västra Röd 340,"Kärna - Harestad,          Kungälvs kommun",16 april 2015,117.0,183.0,6.0,1 472 ,2150000.0
1748,Byvägen 59,"Ödsmålsmosse,          Kungälvs kommun",16 april 2015,104.0,124.0,4.0,1 791 ,2900000.0
1749,Enskiftegatan 17,"Ytterby Tega,          Kungälvs kommun",16 april 2015,145.0,,5.0,990 ,3700000.0
1750,Kristinedalsgatan 15,"Centralt,          Kungälvs kommun",9 april 2015,145.0,225.0,6.0,1 191 ,4300000.0
1751,Sköldgatan 6,"Ytterby - Stället,          Kungälvs kommun",31 mars 2015,96.0,104.0,3.0,402 ,3020000.0
1752,Almvägen 19,"Romelanda Torp,          Kungälvs kommun",30 mars 2015,140.0,,5.0,801 ,3110000.0
1753,Solvagnsgatan 10,"Stället,          Kungälvs kommun",27 mars 2015,139.0,151.0,5.0,405 ,4140000.0
1754,Stora Ryr 135,"Lycke,          Kungälvs kommun",26 mars 2015,194.0,,8.0,1 551 ,3750000.0
1755,Tröskvägen 272,"Ullstorp,          Kungälvs kommun",25 mars 2015,148.0,158.0,7.0,678 ,4870000.0
1756,Apelvägen 13,"Romelanda,          Kungälvs kommun",25 mars 2015,106.0,110.0,6.0,449 ,2850000.0
1757,Prästvägen 715,"Romelanda,          Kungälvs kommun",24 mars 2015,122.0,244.0,4.0,1 025 ,3400000.0
1758,Kovikshamn 200,"Kungälv - Kovikshamn,          Kungälvs kommun",24 mars 2015,90.0,175.0,3.0,1 361 ,3500000.0
1759,Kulperödsvägen 11B,"Kungälv - Hålta,          Kungälvs kommun",24 mars 2015,120.0,247.0,6.0,1 007 ,5100000.0
1760,Hallebäcksvägen 2,"Kode,          Kungälvs kommun",23 mars 2015,73.0,80.0,4.0,1 029 ,1500000.0
1761,Flateby 590,"Harestad,          Kungälvs kommun",20 mars 2015,114.0,179.0,3.0,3 853 ,1995000.0
1762,Fågelstigen 36,"Kungälv,          Kungälvs kommun",20 mars 2015,113.0,118.0,4.0,177 ,2980000.0
1763,Skutviksvägen 6,"Marstrand - Instön,          Kungälvs kommun",19 mars 2015,90.0,,3.0,1 506 ,3350000.0
1764,Munkegärdegatan 320,"Munkegärde,          Kungälvs kommun",19 mars 2015,148.0,184.0,7.0,675 ,4400000.0
1765,Ödsmål 595,"Rörtången,          Kungälvs kommun",19 mars 2015,78.0,,3.0,12 760 ,5000000.0
1766,Norrmannebo 740 A,"Norrmannebo,          Kungälvs kommun",18 mars 2015,84.0,93.0,5.0,931 ,1350000.0
1767,Akvamarinvägen 9,"Kode,          Kungälvs kommun",18 mars 2015,107.0,,5.0,745 ,2700000.0
1768,Vävra 760,"Hålta,          Kungälvs kommun",14 mars 2015,174.0,,7.0,1 792 ,5800000.0
1769,Norrmannebo 800,"Norrmannebo,          Kungälvs kommun",11 mars 2015,150.0,160.0,6.0,2 964 ,2600000.0
1770,Onyxvägen 4,"Kode,          Kungälvs kommun",6 mars 2015,155.0,,6.0,669 ,3600000.0
1771,Kulperödsvägen 17,"Bohuslän,          Kungälvs kommun",5 mars 2015,133.0,252.0,6.0,2 141 ,4200000.0
1772,Rishammarvägen 33,"Kungälv,          Kungälvs kommun",5 mars 2015,112.0,,4.0,1 003 ,3430000.0
1773,Duvesjön 346,"Kungälv - Romelanda,          Kungälvs kommun",3 mars 2015,145.0,152.0,6.0,900 ,3250000.0
1774,Tvetgatan 49,"Bohuslän,          Kungälvs kommun",27 februari 2015,110.0,,,156 ,2100000.0
1775,Vitsippegatan 8,"Ytterby,          Kungälvs kommun",27 februari 2015,181.0,,7.0,579 ,3595000.0
1776,Hemvägen 41,"Kungälv - Romelanda,          Kungälvs kommun",26 februari 2015,141.0,,7.0,924 ,3610000.0
1777,Fregattgatan 5,"Centralt,          Kungälvs kommun",26 februari 2015,126.0,191.0,5.0,506 ,4300000.0
1778,Munkholmsgatan 7,"Kungälv,          Kungälvs kommun",26 februari 2015,95.0,,4.0,796 ,2750000.0
1779,Lilla Ryr 200,"Kungälv - Lycke,          Kungälvs kommun",26 februari 2015,60.0,120.0,2.0,1 406 ,2400000.0
1780,Stenåldersgatan 6,"Ytterby Stället,          Kungälvs kommun",21 februari 2015,104.0,,4.0,318 ,3200000.0
1781,Gullbringa 110,"Hålta,          Kungälvs kommun",13 februari 2015,180.0,,5.0,2 068 ,3495000.0
1782,Bärnstensvägen 1,"Kode,          Kungälvs kommun",13 februari 2015,177.0,347.0,7.0,1 070 ,3050000.0
1783,Tvetgatan 123,"Kungälv,          Kungälvs kommun",12 februari 2015,109.0,,5.0,300 ,2450000.0
1784,Mellan-Restad 270,"Hålta,          Kungälvs kommun",12 februari 2015,160.0,174.0,5.0,1 233 ,3315000.0
1785,Alekärr 125,"Romelanda,          Kungälvs kommun",11 februari 2015,120.0,,3.0,1 950 ,3400000.0
1786,Hällristningsgatan 12,"Kungälv Ytterby,          Kungälvs kommun",10 februari 2015,107.0,,5.0,560 ,3425000.0
1787,Tegskiftegatan 28,"Kungälv - Ytterby,          Kungälvs kommun",3 februari 2015,134.0,268.0,7.0,832 ,4700000.0
1788,Grandalen 190,"Kungälv-Svartedalen,          Kungälvs kommun",28 januari 2015,105.0,165.0,3.0,1 378 ,1900000.0
1789,Stenhålt 352,"Kungälv - Romelanda,          Kungälvs kommun",21 januari 2015,151.0,,6.0,1 630 ,3810000.0
1790,Vävra 120,"Bohuslän,          Kungälvs kommun",18 januari 2015,121.0,146.0,7.0,3 352 ,2600000.0
1791,Trankärrsliden 21,"Tveten & Skälebräcke,          Kungälvs kommun",16 januari 2015,110.0,185.0,5.0,1 216 ,2950000.0
1792,Rubinvägen 19,"Kode,          Kungälvs kommun",16 januari 2015,195.0,,6.0,937 ,3400000.0
1793,Åsebyberg 853,"Kode,          Kungälvs kommun",14 januari 2015,137.0,,5.0,1 462 ,3395000.0
1794,Lundby 475,"Kareby,          Kungälvs kommun",13 januari 2015,141.0,181.0,5.0,2 024 ,4000000.0
1795,Bergkristallvägen 20,"Kode,          Kungälvs kommun",11 januari 2015,127.0,,5.0,572 ,3760000.0
1796,Rosenstensvägen 43,"Bohuslän,          Kungälvs kommun",2 januari 2015,135.0,,,188 ,2600000.0
1797,Åsebyberg 685,"Kode,          Kungälvs kommun",20 december 2014,115.0,,3.0,1 374 ,2995000.0
1798,Gårdskiftegatan 17,"Tega,          Kungälvs kommun",12 december 2014,163.0,198.0,6.0,1 147 ,4050000.0
1799,Tröskvägen 260,"Ullstorp,          Kungälvs kommun",4 december 2014,140.0,,6.0,410 ,4450000.0
1800,Skälebräckeliden 8,"Kungälv - Centrum,          Kungälvs kommun",3 december 2014,125.0,210.0,8.0,1 055 ,4250000.0
1801,Ängsgatan 19,"Centralt,          Kungälvs kommun",28 november 2014,145.0,207.0,9.0,626 ,3160000.0
1802,Kullegatan 10,"Centralt,          Kungälvs kommun",21 november 2014,113.0,164.0,7.0,543 ,3275000.0
1803,Tomt centrala Ytterby,"Ytterby,          Kungälvs kommun",20 november 2014,156.0,,7.0,600 ,1150000.0
1804,Nolby 170,"Kode,          Kungälvs kommun",20 november 2014,203.0,258.0,6.0,7 383 ,4100000.0
1805,Duvesjön 335,"Duvesjön,          Kungälvs kommun",17 november 2014,121.0,,5.0,1 205 ,2750000.0
1806,Kulperödsvägen 10,"Kungälv - Hålta,          Kungälvs kommun",17 november 2014,175.0,189.0,6.0,2 341 ,3850000.0
1807,Häljeröd 300,"Kungälv - Romelanda,          Kungälvs kommun",16 november 2014,223.0,248.0,7.0,5 647 ,5000000.0
1808,Stenåldersgatan 52,"Ytterby,          Kungälvs kommun",16 november 2014,117.0,,4.0,345 ,3400000.0
1809,Rondan 8,"Ödsmålsmosse,          Kungälvs kommun",14 november 2014,125.0,154.0,5.0,1 106 ,2920000.0
1810,Älvliden 2,"Kungälv,          Kungälvs kommun",12 november 2014,118.0,168.0,5.0,405 ,3450000.0
1811,Östergårdsgatan 23,"Ytterby,          Kungälvs kommun",12 november 2014,180.0,228.0,6.0,840 ,3500000.0
1812,Duvesjön 217,"Duvesjön / Kungälv,          Kungälvs kommun",9 november 2014,120.0,156.0,4.0,1 091 ,3030000.0
1813,Dotorp 230,"Kärna,          Kungälvs kommun",31 oktober 2014,64.0,106.0,3.0,986 ,1800000.0
1814,Munkegärdegatan 251,"Kungälv,          Kungälvs kommun",28 oktober 2014,178.0,287.0,8.0,849 ,4325000.0
1815,Duvesjön 232,"Duvesjön,          Kungälvs kommun",28 oktober 2014,122.0,,5.0,1 076 ,2780000.0
1816,Onyxvägen 23,"Kungälv, Kode,          Kungälvs kommun",23 oktober 2014,155.0,,7.0,514 ,2940000.0
1817,Västra Röd 180,"Kungälv - Harestad,          Kungälvs kommun",20 oktober 2014,150.0,,5.0,,5200000.0
1818,Snäckvägen 3,"Ödsmålsmosse,          Kungälvs kommun",15 oktober 2014,76.0,104.0,4.0,1 213 ,2575000.0
1819,Tulpanvägen 1,"Kärna,          Kungälvs kommun",13 oktober 2014,127.0,232.0,7.0,568 ,2225000.0
1820,Tegskiftegatan 50,"Tega,          Kungälvs kommun",9 oktober 2014,112.0,169.0,5.0,856 ,3150000.0
1821,Gråstensvägen 26,"Kode,          Kungälvs kommun",7 oktober 2014,191.0,,6.0,1 149 ,3720000.0
1822,Matskärsvägen 104,"Tjuvkil (norra delen)+Baracken,          Kungälvs kommun",2 oktober 2014,134.0,,5.0,996 ,4520000.0
1823,Idrottsgatan 26,"Marstrand, Koön,          Kungälvs kommun",26 september 2014,130.0,150.0,5.0,565 ,4075000.0
1824,Åseby 350,"Kode,          Kungälvs kommun",25 september 2014,169.0,,8.0,1 113 ,4850000.0
1825,Västra Röd 130,"Kärna - Harestad,          Kungälvs kommun",25 september 2014,136.0,151.0,4.0,1 170 ,3100000.0
1826,Skår 170,"Kärna,          Kungälvs kommun",25 september 2014,90.0,191.0,6.0,1 054 ,2500000.0
1827,Önneröd 140,"Kärna,          Kungälvs kommun",15 september 2014,110.0,220.0,,2 439 ,2050000.0
1828,Hjälmgatan 1,"Ytterby - Stället,          Kungälvs kommun",10 september 2014,96.0,104.0,3.0,444 ,2900000.0
1829,Prejelvägen 114,"Ullstorp,          Kungälvs kommun",9 september 2014,122.0,,5.0,366 ,3750000.0
1830,Långåkersgatan 11,"Kungälv Centralt,          Kungälvs kommun",9 september 2014,129.0,165.0,5.0,1 136 ,4700000.0
1831,Gamla Torget 10,"Kungälv Gamla Staden,          Kungälvs kommun",8 september 2014,90.0,113.0,4.0,134 ,3200000.0
1832,Stenåldersgatan 18,"Ytterby - Stället,          Kungälvs kommun",8 september 2014,103.0,,4.0,297 ,3366500.0
1833,Norrmannebo 680,"Romelanda,          Kungälvs kommun",2 september 2014,172.0,243.0,7.0,4 202 ,1700000.0
1834,Vråkärrsvägen 8,"Kungälv,          Kungälvs kommun",31 augusti 2014,48.0,,3.0,847 ,1400000.0
1835,Annas Väg 14,"Kovikshamn,          Kungälvs kommun",28 augusti 2014,90.0,,4.0,1 515 ,2450000.0
1836,Västerhöjdsvägen 18,"Kärna,          Kungälvs kommun",26 augusti 2014,115.0,118.0,4.0,291 ,3100000.0
1837,Gategården 182,"Hålta,          Kungälvs kommun",22 augusti 2014,240.0,290.0,8.0,1 484 ,2975000.0
1838,Stenhålt 130,"Romelanda,          Kungälvs kommun",22 augusti 2014,180.0,,5.0,3 824 ,3600000.0
1839,Västra Porten 28,"Ytterby,          Kungälvs kommun",20 augusti 2014,120.0,136.0,3.0,954 ,3485000.0
1840,Rondan 22,"Ödsmålsmosse,          Kungälvs kommun",13 augusti 2014,72.0,137.0,6.0,1 258 ,1900000.0
1841,Duvesjön 338,"Kungälv - Romelanda,          Kungälvs kommun",8 augusti 2014,115.0,,4.0,1 063 ,2795000.0
1842,Åsebyberg 725,"Åseby,          Kungälvs kommun",2 juli 2014,156.0,,5.0,1 101 ,3525000.0
1843,Hasselvägen 4,"Romelanda - Diseröd,          Kungälvs kommun",30 juni 2014,125.0,250.0,9.0,805 ,2300000.0
1844,Vävra 542,"Hålta,          Kungälvs kommun",25 juni 2014,109.0,124.0,5.0,1 106 ,2750000.0
1845,Halleravägen 8B,"Kovikshamn,          Kungälvs kommun",19 juni 2014,150.0,180.0,7.0,3 419 ,6050000.0
1846,Björkebacka 118,"Kareby,          Kungälvs kommun",19 juni 2014,145.0,,5.0,2 372 ,3200000.0
1847,Häljeröd 190,"Romelanda,          Kungälvs kommun",18 juni 2014,84.0,163.0,5.0,7 965 ,2710000.0
1848,Hålta Annex 150,"Hålta,          Kungälvs kommun",18 juni 2014,32.0,,2.0,1 208 ,1000000.0
1849,Granndalen 14,"Lycke,          Kungälvs kommun",17 juni 2014,62.0,,4.0,1 229 ,2250000.0
1850,Vävra 540,"Bohuslän,          Kungälvs kommun",16 juni 2014,53.0,,3.0,1 863 ,2210000.0
1851,Krokens Väg 18,"Tjuvkil,          Kungälvs kommun",15 juni 2014,70.0,,4.0,1 530 ,2650000.0
1852,Kristinedalsgatan 6,"Centralt,          Kungälvs kommun",11 juni 2014,177.0,244.0,6.0,802 ,4250000.0
1853,Illekärr 170,"Kungälv - Romelanda,          Kungälvs kommun",31 maj 2014,152.0,232.0,6.0,6 070 ,2720000.0
1854,Lagvägen 53,"Kungälv - Ytterby,          Kungälvs kommun",27 maj 2014,157.0,208.0,6.0,779 ,2950000.0
1855,Snäckvägen 9,"Ödsmålsmosse,          Kungälvs kommun",27 maj 2014,76.0,,3.0,1 562 ,2100000.0
1856,Matskärsvägen 102,"Tjuvkil,          Kungälvs kommun",22 maj 2014,71.0,,3.0,1 433 ,4550000.0
1857,Skårby Station 150,"Kareby,          Kungälvs kommun",22 maj 2014,97.0,147.0,4.0,3 446 ,2020000.0
1858,Solberga 510,"Solberga - Kode,          Kungälvs kommun",20 maj 2014,98.0,156.0,5.0,1 517 ,2215000.0
1859,Löstorp 130,"Kareby,          Kungälvs kommun",17 maj 2014,171.0,178.0,6.0,4 580 ,4200000.0
1860,Torsby 130,"Kärna,          Kungälvs kommun",14 maj 2014,95.0,,4.0,2 538 ,2360000.0
1861,Åsleröd 110,"Ytterby,          Kungälvs kommun",10 maj 2014,57.0,114.0,3.0,975 ,1470000.0
1862,Tingsvägen 3,"Ytterby,          Kungälvs kommun",8 maj 2014,143.0,,6.0,723 ,2570000.0
1863,Bremnäs 390,"Lycke, Kärna,          Kungälvs kommun",2 maj 2014,98.0,,3.0,2 770 ,2850000.0
1864,Ulvesund 412,"Ytterby-Ulvesund,          Kungälvs kommun",30 april 2014,106.0,,4.0,806 ,2800000.0
1865,Lundby 340,"Kareby,          Kungälvs kommun",29 april 2014,147.0,,6.0,1 648 ,3200000.0
1866,Rådalsvägen 7,"Aröd,          Kungälvs kommun",29 april 2014,60.0,91.0,5.0,1 500 ,2500000.0
1867,Västerhöjdsvägen 26,"Kärna,          Kungälvs kommun",26 april 2014,103.0,,5.0,250 ,2900000.0
1868,Parken 110,"Solberga Kode,          Kungälvs kommun",22 april 2014,157.0,257.0,5.0,4 160 ,3950000.0
1869,Västra Brattön,"Brattön,          Kungälvs kommun",18 april 2014,70.0,,4.0,1 377 ,4900000.0
1870,Kämpegatan 7,"Centralt,          Kungälvs kommun",16 april 2014,121.0,224.0,6.0,899 ,3125000.0
1871,Skäggstorp 160,"Kode,          Kungälvs kommun",15 april 2014,28.0,,2.0,1 257 ,600000.0
1872,Grokareby 110,"Kareby,          Kungälvs kommun",12 april 2014,120.0,200.0,4.0,2 367 ,2400000.0
1873,Fågelstigen 44,"Kungälv,          Kungälvs kommun",6 april 2014,128.0,,5.0,377 ,3275000.0
1874,Heden 190,"Kärna - Harestad,          Kungälvs kommun",26 mars 2014,74.0,119.0,4.0,2 064 ,2482000.0
1875,Mantalsgatan 9,"Ytterby,          Kungälvs kommun",26 mars 2014,175.0,210.0,8.0,1 105 ,3850000.0
1876,Granndalen 5,"Lycke,          Kungälvs kommun",25 mars 2014,91.0,,4.0,1 330 ,2095000.0
1877,Lundby 390,"Kareby,          Kungälvs kommun",21 mars 2014,180.0,295.0,,5 123 ,2595000.0
1878,Vältvägen 509,"Ullstorp,          Kungälvs kommun",20 mars 2014,105.0,115.0,4.0,319 ,3160000.0
1879,Matskärsvägen 98b,"Tjuvkil,          Kungälvs kommun",18 mars 2014,90.0,,4.0,1 012 ,3825000.0
1880,Topasvägen 11,"Kode,          Kungälvs kommun",13 mars 2014,103.0,198.0,6.0,742 ,2375000.0
1881,Gunneröd 170,"Lycke,          Kungälvs kommun",12 mars 2014,98.0,,3.0,2 301 ,2350000.0
1882,Häljeröd 550,"Kode,          Kungälvs kommun",11 mars 2014,135.0,170.0,4.0,3 880 ,2530000.0
1883,Duvesjön 312,"Duvesjön,          Kungälvs kommun",10 mars 2014,119.0,,5.0,1 652 ,3100000.0
1884,Lagvägen 31,"Ytterby,          Kungälvs kommun",7 mars 2014,89.0,165.0,4.0,1 330 ,2175000.0
1885,Helgonagatan 192,"Munkegärde,          Kungälvs kommun",5 mars 2014,93.0,114.0,5.0,191 ,2900000.0
1886,Högalidsgatan 5,"Centralt,          Kungälvs kommun",4 mars 2014,109.0,218.0,4.0,805 ,2820000.0
1887,Solhultsgatan 17,"Centralt,          Kungälvs kommun",27 februari 2014,189.0,204.0,8.0,481 ,2900000.0
1888,Gunneröd 270,"Lycke,          Kungälvs kommun",20 februari 2014,57.0,102.0,4.0,2 646 ,1850000.0
1889,Lönnvägen 3,"Enekullen,          Kungälvs kommun",13 februari 2014,148.0,,6.0,635 ,3100000.0
1890,Ulvesund 410,"Ytterby-Ulvesund,          Kungälvs kommun",8 februari 2014,77.0,102.0,5.0,795 ,2230000.0
1891,Ulvebackegatan 12,"Ulvegärde,          Kungälvs kommun",3 februari 2014,140.0,178.0,5.0,914 ,3625000.0
1892,Gårdskiftegatan 16,"Ytterby,          Kungälvs kommun",21 januari 2014,114.0,,5.0,139 ,2083000.0
1893,Fridhemsgatan 9,"Centralt,          Kungälvs kommun",21 januari 2014,137.0,227.0,6.0,850 ,3525000.0
1894,Bärnstensvägen 6,"Kode,          Kungälvs kommun",17 januari 2014,93.0,185.0,4.0,1 009 ,2275000.0
